"","Name","Location","longitude","latitude","Description","More Info","Length.of.PC","Opening.Hours","Lighting.Hours","Accessibility"
"209","Bukit Panjang Park Connector","Blk 478A Segar Road","103.7731","1.390013","The 1.4 km Bukit Panjang Park Connector links Zhenghua Park to Bukit Panjang Park via the heartlands of Bukit Panjang. Its lush greenery and proximity to well-established parks make it a great place for residents, nearby schools and the community to take part in recreational activities. Level and smooth, the park connector is a popular jogging and cycling route. A wide diversity of bird species such as the Olive-backed sunbird and the Black-naped oriole can also be spotted along the park connector, making it a favourite spot for nature lovers and avid photographers. The Bukit Panjang Park Connector is part of the Western Adventure Loop, linking various park connectors and nature reserves.A section of Bukit Panjang PC is closed for upgrading works from 15 November 2019 to 30 November 2021. Please see the map for the alternative route.","Bukit Panjang Park Connector starts at Saujana Rd. It runs along the estates of Bukit Panjang, passing by Bukit Panjang Ring Rd and Segar Rd before ending right at the entrance of Zhenghua Park at BLK 476A.","1.4 km","24 hours daily","7.00pm to 7.00am",NA
"210","Bukit Panjang Park Connector","Blk 505 Jelapang Rd","103.7675","1.383619","The 1.4 km Bukit Panjang Park Connector links Zhenghua Park to Bukit Panjang Park via the heartlands of Bukit Panjang. Its lush greenery and proximity to well-established parks make it a great place for residents, nearby schools and the community to take part in recreational activities. Level and smooth, the park connector is a popular jogging and cycling route. A wide diversity of bird species such as the Olive-backed sunbird and the Black-naped oriole can also be spotted along the park connector, making it a favourite spot for nature lovers and avid photographers. The Bukit Panjang Park Connector is part of the Western Adventure Loop, linking various park connectors and nature reserves.A section of Bukit Panjang PC is closed for upgrading works from 15 November 2019 to 30 November 2021. Please see the map for the alternative route.","Bukit Panjang Park Connector starts at Saujana Rd. It runs along the estates of Bukit Panjang, passing by Bukit Panjang Ring Rd and Segar Rd before ending right at the entrance of Zhenghua Park at BLK 476A.","1.4 km","24 hours daily","7.00pm to 7.00am",NA
"211","Alexandra Canal Linear Park","Blk 83 Strathmore Ave","103.8083","1.295136","Built on top of a covered canal, Alexandra Canal Linear Park is a unique park connector linking Commonwealth Ave to Tanglin Road. It starts from Queenstown MRT Station and runs along Strathmore Estate before ending at Tanglin Road, where it leads to Alexandra Park Connector. Besides offering seamless connectivity, Alexandra Canal Linear Park features a vast array of fitness and play equipment for all ages, providing endless fun for the young and old. Avid skaters can also look forward to challenging themselves at the skate corner, which includes ramps and railings. ","Alexandra Canal Linear Park starts at Commonwealth Ave and runs along Strathmore Estate before ending at Tanglin Road.","1.4 km","24 hours daily","7.00pm to 7.00am","Entry to PC from Commonwealth Ave is not accessible to wheelchairs "
"212","Ulu Pandan Park Connector","Boon Lay Way","103.7495","1.329206","Starting from Commonwealth Ave West, Ulu Pandan Park Connector runs through the Ghim Moh estates, Dover MRT station and the Holland Grove estates. Crossing Clementi Road, it links back to cut across the Clementi and Sunset estates, before leading you towards Ayer-Rajah Expressway (AYE). Thereafter, continue to follow the Ulu Pandan Park Connector up north and it will eventually lead you to the Pan Island Expressway (PIE), completing the 7.1KM walk.Keep your eyes and ears peeled for the Red-Capped Woodpeckers, Kingfishers, as well as the White Egrets that might dart into the canal for a drink. Try to catch sight of the tall Grey Heron (Andrea cinerea) that wades slowly in the shallow waters of Sungei Ulu Pandan while using its bill to prey on fish. You might also catch sight of the magnificent Purple Neck Heron perching on the opposite bank of Sungei Ulu Pandan. Certain sections along the Park Connector are covered in lush greenery, providing a rustic charm. During the flowering season of Tabebuia rosea, visitors will be welcomed by the colourful sight of flowering trees such as Callerya atropurpurea and Saraca thaipingensis, which features yellow flower blooms on its tree trunk and branches.","Ulu Pandan Park Connector starts at Commonwealth Ave West and runs along the Sungei Ulu Pandan Canal before ending at Pan Island Expressway.","7.1 km","24 hours daily","7.00pm to 7.00am","Wheelchairs able to access from the Elevated PC at International Business Park, Wheelchair users are able to access from the Ghim Moh Link estate. By MRT Alight at Buona Vista Station Exit C or Dover Station"
"213","Jurong West Park Connector","Boon Lay Way Near Jurong Central Park","103.7058","1.336225","Extending from Boon Lay Way (across Jurong Central Park) to Jurong West Street 93, the Jurong West Park Connector links nearby residents to Jurong Central Park, Boon Lay Bus Terminal, Boon Lay MRT station and Pioneer MRT station. Running through residential estates, it is great for joggers looking for a short run around the neighbourhood and is ideal for other outdoor activities such as cycling, strolling and dog-walking.Alternatively, make your way to SAFRA Jurong, located at the end of the Jurong West Park Connector along Boon Lay Way. You may also head to the Jurong West Sports Centre where there are multiple sporting facilities you can use. After a fulfilling workout, head to Jurong Point where a variety of eateries, cafes, and shops are available. The Jurong West Park Connector forms part of the Western Adventure Loop, linking visitors to various park connectors, parks and nature reserves.","Jurong West PC starts from Boon Lay Way (across Jurong Central Park) and runs along Jurong West Street 62 and Jurong West Street 64, before ending at Jurong West street 93","2.2 km","24 hours daily","7.00pm to 7.00am",NA
"214","Jurong Park Connector","Boon Lay Way Near Canadian International School","103.7277","1.344494","Starting from Pan-Island Expressway (PIE), near the Jurong West Street 42 estates, the Jurong Park Connector stretches across the expressway to Ayer-Rajah Expressway (AYE) and Toh Guan Road. Visitors can opt to take the route leading to Jurong East Central, which links to Ulu Pandan Park Connector near Toh Guan Road, or head towards Yuan Ching Road to reach the AYE. 
Cycle, jog or take a leisurely stroll along the linear pathway and enjoy the beauty of the lush greenery and the breath-taking scenery of the surroundings. Take in the aroma of freshly baked biscuits from the Khong Guan Factory as you pass the row of factories between Jalan Boon Lay and Enterprise Road.","Jurong Park Connector starts from Pan-Island Expressway (PIE), near the Jurong West Street 42 estates. It stretches from PIE all the way to Ayer-Rajah Expressway (AYE) and Toh Guan Road.","9.4 km","24 hours daily","7.00pm to 7.00am",NA
"215","Jurong Park Connector","Boon Lay Way Near Opp. Canadian International School","103.7285","1.344111","Starting from Pan-Island Expressway (PIE), near the Jurong West Street 42 estates, the Jurong Park Connector stretches across the expressway to Ayer-Rajah Expressway (AYE) and Toh Guan Road. Visitors can opt to take the route leading to Jurong East Central, which links to Ulu Pandan Park Connector near Toh Guan Road, or head towards Yuan Ching Road to reach the AYE. 
Cycle, jog or take a leisurely stroll along the linear pathway and enjoy the beauty of the lush greenery and the breath-taking scenery of the surroundings. Take in the aroma of freshly baked biscuits from the Khong Guan Factory as you pass the row of factories between Jalan Boon Lay and Enterprise Road.","Jurong Park Connector starts from Pan-Island Expressway (PIE), near the Jurong West Street 42 estates. It stretches from PIE all the way to Ayer-Rajah Expressway (AYE) and Toh Guan Road.","9.4 km","24 hours daily","7.00pm to 7.00am",NA
"216","Kallang Park Connector","Braddell Rd","103.8574","1.343402","Stretching along the Kallang River, the Kallang Park Connector links Bishan-Ang Mo Kio Park to Kallang Riverside Park where you have the chance to see foraging birds, monitor lizards and squirrels along the riverbank. It takes you through several residential estates in the Central region – Bishan, Toa Payoh, Potong Pasir, Serangoon, Bendemeer, Upper Boon Keng and Kallang. 
Enjoy the lush greenery at Kolam Ayer Waterfront, part of PUB’s Active, Beautiful, Clean Waters programme, along Kallang River. This park connector also meets Whampoa Park Connector from Bendemeer Road, providing you with easy accessibility to Toa Payoh Town Park. To facilitate connectivity and create a more seamless walking and cycling experience, URA will be carrying out infrastructure improvements along the Kallang Park Connector from Q3 2021 to Q2 2023.Improvements at other crossings (Kallang Bahru and PIE) will be implemented at a later date. For more information, please visit URA's page.","Kallang Park Connector starts at Bishan Road and runs along Kallang River before ending at Sims Ave","7.87 km","24 hours daily","7.00pm to 7.00am","Users will have to cross four overhead bridges over Braddell Road, PIE, Serangoon Road and Bendemeer Road and some non-barrier free crossing across Kallang River and road junctions. Cyclist may push or/and carry their bicycles up the bridges and steps."
"217","Choa Chu Kang Park Connector","Brickland Road","103.7359","1.376199","The 5.4 km Choa Chu Kang Park Connector links Choa Chu Kang Park to Bukit Batok Town Park near Bukit Gombak MRT station via the heartlands of Choa Chu Kang neighbourhood. Designed for cycling, jogging and other outdoor activities such as strolling, dog-walking and skating, it is a popular route for recreational activities for nearby residents to. Nature lovers can look forward to the 1 km scenic stretch along Brickland Road, which is decorated with lush greenery and bright and colourful flowering plants that bloom all year round. After a fulfilling workout, visitors can stop by Choa Chu Kang Central to enjoy the variety of eateries, cafes, restrooms and shopping areas available. Alternatively, fitness enthusiasts can use the sports facilities available at the Bukit Gombak stadium and sports hall, situated next to the Choa Chu Kang park connector near Bukit Gombak MRT station. ","Choa Chu Kang Park Connector starts at Choa Chu Kang Drive.  It runs along Choa Chu Kang Ave 4, Ave 1, Ave 3, Brickland Rd and ends at Bukit Batok West Ave 5.","5.4 km","24 hours daily","7.00pm to 7.00am",NA
"218","Geylang Park Connector","Broadrick Rd","103.8900","1.306383",NA,"Geylang Park Connector starts at Guillemard Road (near Grandlink Square) and crosses over Mountbatten Road before ending at Tanjong Rhu Bridge flyover","3.68 km","24 hours daily","7.00pm to 7.00am","Wheelchair accessible but crosses one overhead bridge with barrier-access free ramp along Mountbatten Road"
